‎[06.08.24, 08:42:27] Emmanuel: ‎audio omitted
[09.04.25, 15:58:27] Emmanuel: ‎Voice call. ‎Answered on other device
[09.04.25, 16:00:26] Emmanuel: ‎Voice call. ‎Answered on other device
[09.04.25, 17:24:42] Emmanuel: https://www.linkedin.com/posts/verenapausder_koalitionsvertrag-activity-7315742972250152960-_SB2?utm_source=share&utm_medium=member_ios&rcm=ACoAAD9bGfwByGE7SOWrHElemTLxEJEd42UIwLs
[09.04.25, 20:43:20] Emmanuel: ‎Video call. ‎16 min
[09.04.25, 20:44:28] Emmanuel: fly secrets list
[10.04.25, 00:03:11] Phil: jo was hast du nochmal heute Nachmittag am Telefon gesagt was für ein Thema wir am Freitag besprechen wollen?
[10.04.25, 00:29:25] Emmanuel: Hier
[10.04.25, 00:31:38] Phil: ah true danke
‎[10.04.25, 10:03:14] Emmanuel: ‎audio omitted
‎[10.04.25, 10:37:00] Phil: ‎image omitted
[10.04.25, 11:03:06] Emmanuel: ❤️
[10.04.25, 11:18:23] Emmanuel: ?
[10.04.25, 11:18:30] Emmanuel: ?
[10.04.25, 12:00:01] Phil: weiß nicht bin da irgendwie einfallslos
[10.04.25, 12:04:15] Emmanuel: Hahah junge warum hast du vorgeschlagen es tu machen
[10.04.25, 12:04:21] Emmanuel: Geiler Typ 🤣😂
[10.04.25, 12:42:43] Phil: Ich wollts zumindest anbieten 😂
[10.04.25, 12:48:53] Emmanuel: lol 😂
[10.04.25, 22:35:10] Emmanuel: https://www.medical-masters-summit.com/
[11.04.25, 00:06:58] Phil: mega
[11.04.25, 11:43:00] Phil: jo wie schreibt man den?
[11.04.25, 11:43:34] Emmanuel: Shivchek oder so
[11.04.25, 11:43:53] Phil: merci
[11.04.25, 11:45:00] Emmanuel: Dr. med. Benjamin Zsivcsec
‎[11.04.25, 11:45:20] Emmanuel: ‎image omitted
[11.04.25, 11:45:21] Emmanuel: 🤣
[11.04.25, 11:45:45] Phil: crazy
[11.04.25, 11:49:35] Emmanuel: Was denkst du von der Definition: Scanlytics is a conversational AI API service provider for structured reporting and medical history forms
[11.04.25, 11:52:44] Phil: Hört sich mega gut an
‎[11.04.25, 12:05:14] Emmanuel: ‎image omitted
[11.04.25, 12:05:28] Emmanuel: Unsere Zielgruppe bei Amnesebogen
[11.04.25, 12:05:40] Phil: Jo true
[11.04.25, 12:06:00] Phil: da kann man echt vielen Menschen helfe
[11.04.25, 12:06:12] Phil: Alle kinder, alle alten Menschen
[11.04.25, 12:06:17] Emmanuel: Schwöre
[11.04.25, 12:06:21] Phil: kein Ausdrucken und einscannen mehr
[11.04.25, 12:06:28] Emmanuel: Ein Baba Argument dir setze verband
[11.04.25, 12:06:32] Phil: ist echt behindertenfreundlicuer
[11.04.25, 12:06:39] Phil: Ja man echt gut
[11.04.25, 12:06:42] Phil: genial
[11.04.25, 12:07:01] Phil: Ich mach die Tage Produktpage
[11.04.25, 12:07:17] Emmanuel: Baba
‎[11.04.25, 12:07:47] Emmanuel: ‎image omitted
[11.04.25, 12:07:54] Emmanuel: Sie ist sogar gestiegen
[11.04.25, 12:08:33] Phil: ne die Alphabetenrate steigt 😂
[11.04.25, 12:08:40] Phil: Aber die Zahl der alten Leute steigt
[11.04.25, 12:08:56] Phil: somit die Leute die sich mit den Fragebögen schwer tu
‎[11.04.25, 12:09:51] Emmanuel: ‎image omitted
[11.04.25, 12:09:51] Emmanuel: Ja genau
[11.04.25, 12:12:47] Emmanuel: Es wird noch besser werden Galla 😍:
[11.04.25, 12:14:16] Emmanuel: ‎This message was deleted.
[11.04.25, 12:18:48] Emmanuel: ‎This message was deleted.
[11.04.25, 12:19:23] Phil: Junge lass das machen 😂
[11.04.25, 12:19:27] Emmanuel: Ich präsentiere gleich
[11.04.25, 12:19:32] Phil: wir setzen uns für behinderte ein 😂
[11.04.25, 12:19:45] Emmanuel: Das ist ein Bereich 😍😍
[11.04.25, 12:19:54] Phil: Jo echte Marktlücke
[11.04.25, 12:20:07] Emmanuel: Bro deutschlandweit wird genutzt wäre krasse
[11.04.25, 12:20:13] Phil: und wenn die unseren Service nicht wollen sind die gegen Behinderte
[11.04.25, 12:20:27] Emmanuel: Schwöre
[11.04.25, 12:20:30] Emmanuel: 😂😂😂
[11.04.25, 12:20:37] Phil: Jo lass das so Doctolib präsentieren
[11.04.25, 12:20:41] Emmanuel: Die müssen unterstünden
[11.04.25, 12:20:44] Phil: Dann müssen die das nehmen
[11.04.25, 12:20:47] Emmanuel: Hatte auch schon gedacht
[11.04.25, 12:20:50] Phil: aber da müssen wir perfekt sein
[11.04.25, 12:21:03] Phil: da können wir nicht mit halbfertigen Produkt komme ‎<This message was edited>
[11.04.25, 12:21:04] Emmanuel: Ja aber lass erst mit dem verbänden erst abklären
[11.04.25, 12:21:15] Phil: Ja true
[11.04.25, 12:21:43] Emmanuel: Dann erst mit doctor lib, weil die verbände hinter uns sind. Kriegen wir Finanzierung und dann doctor lib
[11.04.25, 12:21:55] Phil: Jo guter Plan
[11.04.25, 12:23:48] Phil: Ärzte ohne Grenzen können wir auch probieren
[11.04.25, 12:24:04] Phil: aber auch erst wenn wir die kleineren Verbände haben
[11.04.25, 12:24:12] Phil: die sind auch echt riesig und global
‎[11.04.25, 12:26:02] Emmanuel: ‎audio omitted
‎[11.04.25, 12:26:12] Emmanuel: ‎audio omitted
‎[11.04.25, 12:26:38] Emmanuel: ‎audio omitted
[11.04.25, 20:55:02] Phil: Hi Philipp.
Die habe ich leider garnicht eingespeichert bei mir. Ruf doch mal im HBK an er ist da und lass dich zu ihm durchstellen. Ruf am besten über die 451 an.
Liebe Grüße ☺️
[11.04.25, 21:05:23] Emmanuel: Ok 👌
[12.04.25, 12:07:43] Phil: Jo ich lass die Zusatzfunktionen weg
[12.04.25, 12:07:51] Phil: Will echt fertig werden 😂
[12.04.25, 12:11:45] Emmanuel: 👌
[12.04.25, 13:02:02] Phil: https://maps.app.goo.gl/BbH357tPvLoLr5Tu7?g_st=iw
[12.04.25, 13:04:52] Emmanuel: Was geht ab bist du da?
[12.04.25, 13:16:12] Phil: Jo ist halt ne andere Liga
[12.04.25, 13:16:22] Phil: die wollen keine Probleme und zahlen einfach
[12.04.25, 13:16:32] Phil: Aber sind bald in der gleichen Liga ;)
[12.04.25, 13:17:12] Emmanuel: 👌
[12.04.25, 13:21:08] Phil: Können auch in die Bar nebenan gehen 
https://maps.app.goo.gl/fW4EcSUwGFstGRDp7?g_st=iw
[12.04.25, 13:21:34] Phil: Torte anscheinend teuer
[12.04.25, 13:49:29] Phil: wollen wir so 17 Uhr zu Justins Bday?
[12.04.25, 13:58:04] Emmanuel: Passt 👌
[12.04.25, 15:52:57] Phil: Wollte davor noch Blumen kaufen gehen
[12.04.25, 15:53:33] Phil: Wollen wir uns beim Blumenladen treffen?
[12.04.25, 15:53:39] Phil: ist Sonnenalle
[12.04.25, 15:59:58] Emmanuel: Ja können wir machen
[12.04.25, 16:00:02] Emmanuel: Wann genau
[12.04.25, 16:00:12] Phil: Nice
[12.04.25, 16:00:15] Phil: 17 Uhr
[12.04.25, 16:02:54] Emmanuel: Ok
[12.04.25, 16:25:02] Phil: https://maps.app.goo.gl/ryPHrHbetxYkzuiU7?g_st=iw
‎[12.04.25, 16:37:34] Emmanuel: ‎audio omitted
[12.04.25, 16:40:08] Phil: 🥺 c u
[12.04.25, 17:46:17] Emmanuel: Schickst du mir deinen Standort
‎[13.04.25, 02:00:49] Phil: ‎image omitted
[13.04.25, 02:01:11] Phil: vl brauchen wir echt n ID
[13.04.25, 02:08:26] Emmanuel: Ja man
[13.04.25, 02:09:30] Phil: und Bro denk dir mal nen geilen Titel aus
[13.04.25, 02:09:38] Phil: sowas wie CMO
[13.04.25, 02:09:57] Phil: die Leute werden fragen
[13.04.25, 12:25:17] Phil: Was geht
[13.04.25, 12:25:22] Phil: Wie wars noch mit TJ?
[13.04.25, 16:19:05] Emmanuel: War entspannt
[13.04.25, 16:43:43] Phil: nice
[15.04.25, 13:52:56] Phil: jo was geht
[15.04.25, 13:53:07] Phil: habs grad in Chrome probiert aber geht iwie nicht
[15.04.25, 14:09:23] Emmanuel: ja ich weiß
[15.04.25, 14:09:32] Emmanuel: es gibt nun ein priblem mit dem static file
[16.04.25, 17:11:36] Phil: LU
[16.04.25, 17:11:39] Phil: gleich
[17.04.25, 12:49:02] Phil: Jo biste Uni?
[17.04.25, 13:09:44] Emmanuel: Leider nicht
[18.04.25, 18:58:13] Phil: Hab mal n nices Readme erstellt 🙂 ‎<This message was edited>
[18.04.25, 19:00:16] Emmanuel: Nice bro 💣
[18.04.25, 20:20:15] Phil: Jo was hälst du von der Idee Scanlytics bei Zugriff zu hosten?
[18.04.25, 20:20:38] Phil: Da wären wir noch mehr mit Code Start Ups connected
‎[18.04.25, 20:41:28] Emmanuel: ‎audio omitted
[18.04.25, 21:32:37] Phil: jo safe
[18.04.25, 21:32:43] Phil: eins nachm anderen
[18.04.25, 21:32:54] Phil: wenn der richtige Zeitpunkt ist
[18.04.25, 21:33:18] Phil: aber mit luca zusammen arbeiten wär schon nice glaub ich
[18.04.25, 21:42:55] Emmanuel: Ja man
[18.04.25, 21:43:13] Emmanuel: Wäre schon eine Bereicherung vorallem im Bereich Datenschutz
[19.04.25, 16:10:41] Emmanuel: ‎Voice call. ‎6 min
[19.04.25, 16:47:46] Emmanuel: ‎Missed voice call. ‎Click to call back
[19.04.25, 16:47:50] Emmanuel: ‎Missed voice call. ‎Click to call back
[19.04.25, 19:42:00] Phil: ‎Voice call. ‎34 min
[19.04.25, 19:47:08] Phil: https://www.youtube.com/watch?v=tZ7ySrDVqOs
[19.04.25, 19:47:25] Phil: ‎You deleted this message.
[19.04.25, 19:48:08] Phil: https://www.youtube.com/watch?v=iCvmsMzlF7o
‎[19.04.25, 20:00:18] Phil: ‎image omitted
[19.04.25, 20:15:57] Phil: ‎Voice call. ‎23 min
‎[19.04.25, 20:39:06] Phil: ‎image omitted
[19.04.25, 20:40:14] Emmanuel: ‎Missed voice call. ‎Click to call back
[19.04.25, 20:40:23] Phil: ‎Voice call. ‎24 min
‎[19.04.25, 20:41:03] Phil: ‎image omitted
‎[19.04.25, 20:41:04] Phil: ‎image omitted
‎[19.04.25, 20:41:04] Phil: ‎image omitted
‎[19.04.25, 20:41:05] Phil: ‎image omitted
‎[19.04.25, 20:41:07] Phil: ‎image omitted
‎[19.04.25, 20:42:07] Phil: ‎image omitted
‎[19.04.25, 20:43:07] Phil: ‎image omitted
‎[19.04.25, 20:43:53] Phil: ‎image omitted
‎[19.04.25, 20:52:33] Phil: ‎image omitted
‎[19.04.25, 20:55:50] Phil: ‎image omitted
‎[19.04.25, 20:59:30] Phil: ‎image omitted
‎[19.04.25, 21:02:54] Phil: ‎image omitted
‎[19.04.25, 21:05:04] Phil: ‎image omitted
‎[19.04.25, 21:05:32] Phil: ‎image omitted
‎[19.04.25, 21:09:38] Phil: ‎image omitted
[19.04.25, 21:11:18] Phil: https://stackoverflow.com/questions/39784986/speechrecognition-is-not-working-in-firefox
[19.04.25, 21:11:20] Phil: lol
[19.04.25, 21:11:30] Phil: der Bug wurde nie gefixed
[19.04.25, 21:13:17] Emmanuel: ‎Missed voice call. ‎Click to call back
[19.04.25, 21:13:25] Emmanuel: ‎Voice call. ‎1 hr
[19.04.25, 21:47:51] Phil: https://mdn.github.io/dom-examples/media/web-dictaphone/
[19.04.25, 21:57:55] Phil: https://fly.io/docs/js/the-basics/object-storage/
‎[19.04.25, 22:25:14] Phil: ‎image omitted
[19.04.25, 23:15:59] Emmanuel: ‎Missed voice call. ‎Click to call back
[19.04.25, 23:16:06] Emmanuel: ‎Voice call. ‎Answered on other device
‎[19.04.25, 23:15:47] Emmanuel: ‎image omitted
[19.04.25, 23:17:23] Phil: scanlytics-chatbot-audio-access-key


Access Key ID: 		tid_ybyyaaGutnoQSSVVhmjVkS_uoccOFqjzADkTpeFabcIUKukssG
Secret Access Key: 	tsec_4NKqYOrWCw-i2Fiug1qfgQ+tzl3QvFjSWJbvLN21dvEGK-59LD9+c7XBDePSpjbZ46VJqG
Endpoint URL S3: 		https://fly.storage.tigris.dev
Endpoint URL IAM: 	https://fly.iam.storage.tigris.dev
Region:				auto
‎[19.04.25, 23:18:59] Phil: scanlytics-chatbot-audio-access-key.docx ‎document omitted
[19.04.25, 23:54:46] Phil: Jo
[19.04.25, 23:56:47] Phil: Falls du mal Zeit hast: Hab in nem neuen Branch “Imagescroller” ein Component mit dem man durch so eine MRT Sequenz für Prostata scrollen kann. Ist ja genau was der Krüger will und sieht ziemlich geil aus. Habs auf ner Testseite “/ImageScroller” (Groß- und Kleinschreibung immer beachten) mal implementiert. ‎<This message was edited>
[19.04.25, 23:57:20] Phil: Funktioniert auch aufm Handy
‎[19.04.25, 23:58:28] Phil: ‎video omitted
‎[19.04.25, 23:59:05] Phil: ‎image omitted
[20.04.25, 01:44:35] Emmanuel: Es funktioniert
[20.04.25, 11:34:57] Phil: Laber bro
[20.04.25, 11:37:41] Phil: Wie kann man Testen?
[20.04.25, 11:43:51] Emmanuel: ‎Voice call. ‎Answered on other device
[20.04.25, 12:15:46] Phil: Jo hab dir neue Pull Request für About Page geschickt
[20.04.25, 12:53:54] Emmanuel: Ok
[20.04.25, 14:39:16] Phil: hab mal Julius angehauen ob der weiß wie flüssiger gehen könnte
[20.04.25, 15:38:12] Emmanuel: Aight
[20.04.25, 15:39:56] Emmanuel: Bro es liegt wirklich an dein Netzwerk
[20.04.25, 15:43:54] Emmanuel: Bzw Internet
[20.04.25, 15:54:36] Phil: Jo kann echt sein
[20.04.25, 15:54:42] Phil: Probiers in Berlin nochmal
[20.04.25, 15:55:26] Emmanuel: Vergiss nicht mit dem request Volt auch gerade das cloud storage ich muss mich eine delete option integrieren lol
[20.04.25, 15:55:55] Phil: Hä wie check gar nichts
